game_id,date,home_team,home_score,away_team,away_score,win_score,lose_score,win_team,lose_team,win_points,lose_points,win_point_diff,lose_point_diff
1,2003-01-23,China PR,0,Germany,0,0,0,China PR,Germany,2119,2162,-43,43
2,2003-01-23,Norway,1,USA,3,3,1,USA,Norway,2171,2165,6,-6
3,2003-01-26,Germany,2,Norway,2,2,2,Germany,Norway,2162,2165,-3,3
4,2003-01-26,China PR,2,USA,0,2,0,China PR,USA,2119,2171,-52,52
5,2003-01-29,USA,1,Germany,0,1,0,USA,Germany,2171,2162,9,-9
6,2003-01-29,China PR,1,Norway,1,1,1,China PR,Norway,2119,2165,-46,46
7,2003-03-14,USA,1,Canada,1,1,1,USA,Canada,2171,1849,322,-322
8,2003-03-14,Sweden,1,Norway,1,1,1,Sweden,Norway,2072,2165,-93,93
9,2003-03-14,Denmark,0,France,3,3,0,France,Denmark,1949,1974,-25,25
10,2003-03-14,China PR,0,Finland,0,0,0,China PR,Finland,2119,1764,355,-355
11,2003-03-14,Portugal,1,Wales,1,1,1,Portugal,Wales,1673,1438,235,-235
12,2003-03-14,Republic of Ireland,0,Greece,0,0,0,Republic of Ireland,Greece,1616,1418,198,-198
13,2003-03-16,Sweden,1,Canada,1,1,1,Sweden,Canada,2072,1849,223,-223
14,2003-03-16,Norway,0,USA,1,1,0,USA,Norway,2171,2165,6,-6
15,2003-03-16,Denmark,0,Finland,0,0,0,Denmark,Finland,1974,1764,210,-210
16,2003-03-16,China PR,3,France,0,3,0,China PR,France,2119,1949,170,-170
17,2003-03-16,Portugal,1,Greece,1,1,1,Portugal,Greece,1673,1418,255,-255
18,2003-03-16,Republic of Ireland,3,Wales,1,3,1,Republic of Ireland,Wales,1616,1438,178,-178
19,2003-03-18,Norway,1,Canada,0,1,0,Norway,Canada,2165,1849,316,-316
20,2003-03-18,USA,1,Sweden,1,1,1,USA,Sweden,2171,2072,99,-99
21,2003-03-18,France,1,Finland,0,1,0,France,Finland,1949,1764,185,-185
22,2003-03-18,China PR,2,Denmark,1,2,1,China PR,Denmark,2119,1974,145,-145
23,2003-03-18,Greece,2,Wales,0,2,0,Greece,Wales,1418,1438,-20,20
24,2003-03-18,Portugal,3,Republic of Ireland,2,3,2,Portugal,Republic of Ireland,1673,1616,57,-57
25,2003-03-20,Republic of Ireland,2,Wales,2,2,2,Republic of Ireland,Wales,1616,1438,178,-178
26,2003-03-20,Portugal,0,Denmark,1,1,0,Denmark,Portugal,1974,1673,301,-301
27,2003-03-20,Canada,7,Greece,1,7,1,Canada,Greece,1849,1418,431,-431
28,2003-03-20,Sweden,5,Finland,0,5,0,Sweden,Finland,2072,1764,308,-308
29,2003-03-20,Norway,1,France,0,1,0,Norway,France,2165,1949,216,-216
30,2003-03-20,USA,2,China PR,0,2,0,USA,China PR,2171,2119,52,-52
31,2003-03-26,Netherlands,0,Spain,1,1,0,Spain,Netherlands,1755,1833,-78,78
32,2003-03-27,Germany,5,Scotland,0,5,0,Germany,Scotland,2162,1672,490,-490
33,2003-03-30,Italy,8,Serbia and Montenegro,0,8,0,Italy,Serbia and Montenegro,1938,1709,229,-229
34,2003-04-05,Cook Islands,1,Papua New Guinea,5,5,1,Papua New Guinea,Cook Islands,0,0,0,0
35,2003-04-05,Australia,19,Samoa,0,19,0,Australia,Samoa,1833,0,1833,-1833
36,2003-04-07,Australia,11,Cook Islands,0,11,0,Australia,Cook Islands,1833,0,1833,-1833
37,2003-04-07,Samoa,0,New Zealand,15,15,0,New Zealand,Samoa,1762,0,1762,-1762
38,2003-04-09,Peru,3,Bolivia,1,3,1,Peru,Bolivia,1609,0,1609,-1609
39,2003-04-09,Ecuador,2,Venezuela,0,2,0,Ecuador,Venezuela,0,0,0,0
40,2003-04-09,Argentina,3,Paraguay,0,3,0,Argentina,Paraguay,1608,1343,265,-265
41,2003-04-09,Cook Islands,0,New Zealand,9,9,0,New Zealand,Cook Islands,1762,0,1762,-1762
42,2003-04-09,Australia,13,Papua New Guinea,0,13,0,Australia,Papua New Guinea,1833,0,1833,-1833
43,2003-04-11,Bolivia,7,Chile,1,7,1,Bolivia,Chile,0,0,0,0
44,2003-04-11,Colombia,8,Venezuela,0,8,0,Colombia,Venezuela,0,0,0,0
45,2003-04-11,Uruguay,1,Paraguay,3,3,1,Paraguay,Uruguay,1343,1363,-20,20
46,2003-04-11,Papua New Guinea,0,New Zealand,5,5,0,New Zealand,Papua New Guinea,1762,0,1762,-1762
47,2003-04-11,Cook Islands,0,Samoa,1,1,0,Samoa,Cook Islands,0,0,0,0
48,2003-04-13,Papua New Guinea,5,Samoa,2,5,2,Papua New Guinea,Samoa,0,0,0,0
49,2003-04-13,Australia,2,New Zealand,0,2,0,Australia,New Zealand,1833,1762,71,-71
50,2003-04-13,Peru,2,Chile,1,2,1,Peru,Chile,1609,0,1609,-1609
51,2003-04-13,Ecuador,1,Colombia,1,1,1,Ecuador,Colombia,0,0,0,0
52,2003-04-13,Argentina,8,Uruguay,0,8,0,Argentina,Uruguay,1608,1363,245,-245
53,2003-04-18,Sweden,6,Switzerland,0,6,0,Sweden,Switzerland,2072,1693,379,-379
54,2003-04-19,Poland,0,Hungary,2,2,0,Hungary,Poland,1723,1684,39,-39
55,2003-04-19,Bosnia and Herzegovina,0,Croatia,1,1,0,Croatia,Bosnia and Herzegovina,1570,1219,351,-351
56,2003-04-23,Brazil,3,Argentina,2,3,2,Brazil,Argentina,2037,1608,429,-429
57,2003-04-23,Peru,0,Colombia,1,1,0,Colombia,Peru,0,1609,-1609,1609
58,2003-04-25,Colombia,2,Argentina,3,3,2,Argentina,Colombia,1608,0,1608,-1608
59,2003-04-25,Peru,0,Brazil,3,3,0,Brazil,Peru,2037,1609,428,-428
60,2003-04-27,Brazil,12,Colombia,0,12,0,Brazil,Colombia,2037,0,2037,-2037
61,2003-04-27,Peru,1,Argentina,1,1,1,Peru,Argentina,1609,1608,1,-1
62,2003-05-10,Ukraine,0,Portugal,1,1,0,Portugal,Ukraine,1673,1806,-133,133
63,2003-05-10,Austria,11,Armenia,0,11,0,Austria,Armenia,1522,0,1522,-1522
64,2003-05-11,Hungary,0,France,4,4,0,France,Hungary,1949,1723,226,-226
65,2003-05-13,Armenia,0,Austria,11,11,0,Austria,Armenia,1522,0,1522,-1522
66,2003-05-15,Norway,2,Netherlands,0,2,0,Norway,Netherlands,2165,1833,332,-332
67,2003-05-17,Sweden,5,Italy,0,5,0,Sweden,Italy,2072,1938,134,-134
68,2003-05-17,Switzerland,1,Serbia and Montenegro,0,1,0,Switzerland,Serbia and Montenegro,1693,1709,-16,16
69,2003-05-17,Belarus,5,Estonia,0,5,0,Belarus,Estonia,1578,1236,342,-342
70,2003-05-18,Russia,6,Poland,0,6,0,Russia,Poland,1896,1684,212,-212
71,2003-05-18,Scotland,5,Ukraine,1,5,1,Scotland,Ukraine,1672,1806,-134,134
72,2003-05-18,Republic of Ireland,6,Bosnia and Herzegovina,0,6,0,Republic of Ireland,Bosnia and Herzegovina,1616,1219,397,-397
73,2003-05-25,Croatia,0,Republic of Ireland,0,0,0,Croatia,Republic of Ireland,1570,1616,-46,46
74,2003-06-01,Finland,1,Switzerland,1,1,1,Finland,Switzerland,1764,1693,71,-71
75,2003-06-07,Portugal,1,Scotland,8,8,1,Scotland,Portugal,1672,1673,-1,1
76,2003-06-08,Ukraine,1,Czech Republic,1,1,1,Ukraine,Czech Republic,1806,1730,76,-76
77,2003-06-08,Thailand,3,Singapore,0,3,0,Thailand,Singapore,1586,1202,384,-384
78,2003-06-08,Korea Republic,8,Hong Kong,0,8,0,Korea Republic,Hong Kong,1697,1364,333,-333
79,2003-06-09,Japan,15,Philippines,0,15,0,Japan,Philippines,1855,1248,607,-607
80,2003-06-09,Guam,1,Chinese Taipei,2,2,1,Chinese Taipei,Guam,1766,1375,391,-391
81,2003-06-09,China PR,6,Vietnam,0,6,0,China PR,Vietnam,2119,1554,565,-565
82,2003-06-09,India,6,Uzbekistan,0,6,0,India,Uzbekistan,1422,1536,-114,114
83,2003-06-10,Thailand,0,Korea Republic,6,6,0,Korea Republic,Thailand,1697,1586,111,-111
84,2003-06-10,Korea DPR,13,Hong Kong,0,13,0,Korea DPR,Hong Kong,1991,1364,627,-627
85,2003-06-11,Philippines,0,Myanmar,6,6,0,Myanmar,Philippines,1519,1248,271,-271
86,2003-06-11,Japan,7,Guam,0,7,0,Japan,Guam,1855,1375,480,-480
87,2003-06-11,Vietnam,4,Uzbekistan,2,4,2,Vietnam,Uzbekistan,1554,1536,18,-18
88,2003-06-11,China PR,12,India,0,12,0,China PR,India,2119,1422,697,-697
89,2003-06-12,Korea Republic,4,Singapore,0,4,0,Korea Republic,Singapore,1697,1202,495,-495
90,2003-06-12,Thailand,0,Korea DPR,14,14,0,Korea DPR,Thailand,1991,1586,405,-405
91,2003-06-13,Philippines,0,Chinese Taipei,4,4,0,Chinese Taipei,Philippines,1766,1248,518,-518
92,2003-06-13,Japan,7,Myanmar,0,7,0,Japan,Myanmar,1855,1519,336,-336
93,2003-06-13,Vietnam,2,India,1,2,1,Vietnam,India,1554,1422,132,-132
94,2003-06-13,China PR,11,Uzbekistan,0,11,0,China PR,Uzbekistan,2119,1536,583,-583
95,2003-06-14,Iceland,4,Hungary,1,4,1,Iceland,Hungary,1777,1723,54,-54
96,2003-06-14,Thailand,3,Hong Kong,1,3,1,Thailand,Hong Kong,1586,1364,222,-222
97,2003-06-14,Korea DPR,16,Singapore,0,16,0,Korea DPR,Singapore,1991,1202,789,-789
98,2003-06-15,Guam,0,Myanmar,4,4,0,Myanmar,Guam,1519,1375,144,-144
99,2003-06-15,Japan,5,Chinese Taipei,0,5,0,Japan,Chinese Taipei,1855,1766,89,-89
100,2003-06-16,Korea DPR,2,Korea Republic,2,2,2,Korea DPR,Korea Republic,1991,1697,294,-294
101,2003-06-16,Hong Kong,1,Singapore,0,1,0,Hong Kong,Singapore,1364,1202,162,-162
102,2003-06-17,Chinese Taipei,1,Myanmar,1,1,1,Chinese Taipei,Myanmar,1766,1519,247,-247
103,2003-06-17,Philippines,2,Guam,1,2,1,Philippines,Guam,1248,1375,-127,127
104,2003-06-19,Korea DPR,3,Japan,0,3,0,Korea DPR,Japan,1991,1855,136,-136
105,2003-06-19,China PR,3,Korea Republic,1,3,1,China PR,Korea Republic,2119,1697,422,-422
106,2003-06-21,Japan,0,Korea Republic,1,1,0,Korea Republic,Japan,1697,1855,-158,158
107,2003-06-21,Korea DPR,2,China PR,1,2,1,Korea DPR,China PR,1991,2119,-128,128
108,2003-06-28,Republic of Ireland,2,Romania,2,2,2,Republic of Ireland,Romania,1616,1645,-29,29
109,2003-07-19,Finland,1,Italy,1,1,1,Finland,Italy,1762,1943,-181,181
110,2003-08-09,Sweden,2,Finland,1,2,1,Sweden,Finland,2074,1762,312,-312
111,2003-08-09,Russia,1,Iceland,1,1,1,Russia,Iceland,1899,1782,117,-117
112,2003-08-09,Ukraine,1,Germany,3,3,1,Germany,Ukraine,2153,1779,374,-374
113,2003-08-10,Romania,3,Malta,0,3,0,Romania,Malta,1650,0,1650,-1650
114,2003-08-10,Estonia,1,Israel,4,4,1,Israel,Estonia,1302,1235,67,-67
115,2003-08-24,Estonia,3,Kazakhstan,2,3,2,Estonia,Kazakhstan,1235,1404,-169,169
116,2003-08-28,Germany,4,Czech Republic,0,4,0,Germany,Czech Republic,2153,1737,416,-416
117,2003-09-08,France,2,Iceland,0,2,0,France,Iceland,1964,1788,176,-176
118,2003-09-08,Hungary,1,Russia,3,3,1,Russia,Hungary,1893,1723,170,-170
119,2003-09-09,Slovakia,5,Armenia,0,5,0,Slovakia,Armenia,1615,1115,500,-500
120,2003-09-11,Norway,1,Denmark,1,1,1,Norway,Denmark,2159,1967,192,-192
121,2003-09-12,Armenia,0,Slovakia,10,10,0,Slovakia,Armenia,1615,1115,500,-500
122,2003-09-13,Iceland,10,Poland,0,10,0,Iceland,Poland,1788,1671,117,-117
123,2003-09-14,Kazakhstan,0,Israel,0,0,0,Kazakhstan,Israel,1404,1312,92,-92
124,2003-09-20,Nigeria,0,Korea DPR,3,3,0,Korea DPR,Nigeria,2004,1740,264,-264
125,2003-09-20,Norway,2,France,0,2,0,Norway,France,2159,1964,195,-195
126,2003-09-20,Germany,4,Canada,1,4,1,Germany,Canada,2155,1870,285,-285
127,2003-09-20,Japan,6,Argentina,0,6,0,Japan,Argentina,1853,1620,233,-233
128,2003-09-21,USA,3,Sweden,1,3,1,USA,Sweden,2171,2073,98,-98
129,2003-09-21,Brazil,3,Korea Republic,0,3,0,Brazil,Korea Republic,2030,1724,306,-306
130,2003-09-21,Australia,1,Russia,2,2,1,Russia,Australia,1893,1839,54,-54
131,2003-09-21,China PR,1,Ghana,0,1,0,China PR,Ghana,2110,1462,648,-648
132,2003-09-24,Bosnia and Herzegovina,1,Malta,0,1,0,Bosnia and Herzegovina,Malta,1217,1304,-87,87
133,2003-09-24,Norway,1,Brazil,4,4,1,Brazil,Norway,2030,2159,-129,129
134,2003-09-24,France,1,Korea Republic,0,1,0,France,Korea Republic,1964,1724,240,-240
135,2003-09-24,Germany,3,Japan,0,3,0,Germany,Japan,2155,1853,302,-302
136,2003-09-24,Canada,3,Argentina,0,3,0,Canada,Argentina,1870,1620,250,-250
137,2003-09-25,Sweden,1,Korea DPR,0,1,0,Sweden,Korea DPR,2073,2004,69,-69
138,2003-09-25,USA,5,Nigeria,0,5,0,USA,Nigeria,2171,1740,431,-431
139,2003-09-25,Ghana,0,Russia,3,3,0,Russia,Ghana,1893,1462,431,-431
140,2003-09-25,China PR,1,Australia,1,1,1,China PR,Australia,2110,1839,271,-271
141,2003-09-27,Switzerland,0,Italy,1,1,0,Italy,Switzerland,1941,1703,238,-238
142,2003-09-27,Serbia and Montenegro,0,Finland,1,1,0,Finland,Serbia and Montenegro,1765,1709,56,-56
143,2003-09-27,Poland,2,Iceland,3,3,2,Iceland,Poland,1788,1671,117,-117
144,2003-09-27,Korea Republic,1,Norway,7,7,1,Norway,Korea Republic,2159,1724,435,-435
145,2003-09-27,France,1,Brazil,1,1,1,France,Brazil,1964,2030,-66,66
146,2003-09-27,Canada,3,Japan,1,3,1,Canada,Japan,1870,1853,17,-17
147,2003-09-27,Argentina,1,Germany,6,6,1,Germany,Argentina,2155,1620,535,-535
148,2003-09-28,Croatia,3,Malta,0,3,0,Croatia,Malta,1568,1304,264,-264
149,2003-09-28,Sweden,3,Nigeria,0,3,0,Sweden,Nigeria,2073,1740,333,-333
150,2003-09-28,USA,3,Korea DPR,0,3,0,USA,Korea DPR,2171,2004,167,-167
151,2003-09-28,Ghana,2,Australia,1,2,1,Ghana,Australia,1462,1839,-377,377
152,2003-09-28,China PR,1,Russia,0,1,0,China PR,Russia,2110,1893,217,-217
153,2003-10-01,Brazil,1,Sweden,2,2,1,Sweden,Brazil,2073,2030,43,-43
154,2003-10-01,USA,1,Norway,0,1,0,USA,Norway,2171,2159,12,-12
155,2003-10-02,Germany,7,Russia,1,7,1,Germany,Russia,2155,1893,262,-262
156,2003-10-02,China PR,0,Canada,1,1,0,Canada,China PR,1870,2110,-240,240
157,2003-10-05,Belgium,1,Denmark,6,6,1,Denmark,Belgium,1967,1717,250,-250
158,2003-10-05,USA,0,Germany,3,3,0,Germany,USA,2155,2171,-16,16
159,2003-10-05,Sweden,2,Canada,1,2,1,Sweden,Canada,2073,1870,203,-203
160,2003-10-11,USA,3,Canada,1,3,1,USA,Canada,2171,1870,301,-301
161,2003-10-12,Romania,2,Bosnia and Herzegovina,0,2,0,Romania,Bosnia and Herzegovina,1650,1217,433,-433
162,2003-10-12,Germany,2,Sweden,1,2,1,Germany,Sweden,2155,2073,82,-82
163,2003-10-18,Denmark,3,Netherlands,0,3,0,Denmark,Netherlands,1967,1814,153,-153
164,2003-10-18,Croatia,2,Romania,3,3,2,Romania,Croatia,1650,1568,82,-82
165,2003-10-18,Belarus,1,Israel,1,1,1,Belarus,Israel,1579,1312,267,-267
166,2003-10-19,Czech Republic,2,Scotland,0,2,0,Czech Republic,Scotland,1737,1693,44,-44
167,2003-10-22,Malta,0,Republic of Ireland,9,9,0,Republic of Ireland,Malta,1613,1304,309,-309
168,2003-10-25,Greece,7,Armenia,0,7,0,Greece,Armenia,1431,1214,217,-217
169,2003-10-28,Armenia,0,Greece,9,9,0,Greece,Armenia,1431,1214,217,-217
170,2003-11-15,Serbia and Montenegro,0,Sweden,4,4,0,Sweden,Serbia and Montenegro,2095,1693,402,-402
171,2003-11-15,France,7,Poland,1,7,1,France,Poland,1967,1661,306,-306
172,2003-11-15,Germany,13,Portugal,0,13,0,Germany,Portugal,2201,1666,535,-535
173,2003-11-15,Greece,3,Slovakia,1,3,1,Greece,Slovakia,1431,1615,-184,184
174,2003-11-16,Spain,0,Norway,2,2,0,Norway,Spain,2131,1767,364,-364
175,2003-11-16,Malta,1,Croatia,4,4,1,Croatia,Malta,1561,1078,483,-483
176,2003-11-20,Norway,6,Belgium,0,6,0,Norway,Belgium,2131,1715,416,-416
177,2003-11-22,Netherlands,3,Belgium,0,3,0,Netherlands,Belgium,1815,1715,100,-100
178,2003-11-29,Greece,0,Austria,2,2,0,Austria,Greece,1522,1431,91,-91
179,2003-12-06,Portugal,0,Czech Republic,1,1,0,Czech Republic,Portugal,1741,1666,75,-75
180,2004-01-30,Sweden,0,USA,3,3,0,USA,Sweden,2162,2097,65,-65
181,2004-01-30,China PR,2,Canada,1,2,1,China PR,Canada,2064,1911,153,-153
182,2004-02-01,Sweden,3,Canada,1,3,1,Sweden,Canada,2097,1911,186,-186
183,2004-02-01,China PR,0,USA,0,0,0,China PR,USA,2064,2162,-98,98
184,2004-02-03,Canada,0,USA,2,2,0,USA,Canada,2162,1911,251,-251
185,2004-02-03,China PR,2,Sweden,2,2,2,China PR,Sweden,2064,2097,-33,33
186,2004-02-07,Portugal,0,Germany,11,11,0,Germany,Portugal,2201,1651,550,-550
187,2004-02-20,Belgium,2,Spain,0,2,0,Belgium,Spain,1711,1765,-54,54
188,2004-02-29,Spain,9,Belgium,1,9,1,Spain,Belgium,1765,1711,54,-54
189,2004-03-07,Belgium,1,Norway,6,6,1,Norway,Belgium,2133,1711,422,-422
190,2004-03-14,Denmark,0,Sweden,1,1,0,Sweden,Denmark,2097,1981,116,-116
191,2004-03-14,USA,5,France,1,5,1,USA,France,2162,1968,194,-194
192,2004-03-14,Norway,4,Finland,1,4,1,Norway,Finland,2133,1773,360,-360
193,2004-03-14,Italy,1,China PR,0,1,0,Italy,China PR,1951,2064,-113,113
194,2004-03-14,Greece,1,Wales,0,1,0,Greece,Wales,1436,1447,-11,11
195,2004-03-14,Portugal,2,Northern Ireland,0,2,0,Portugal,Northern Ireland,1651,1265,386,-386
196,2004-03-16,Denmark,0,USA,1,1,0,USA,Denmark,2167,1977,190,-190
197,2004-03-16,Sweden,0,France,3,3,0,France,Sweden,1964,2094,-130,130
198,2004-03-16,Norway,3,Italy,0,3,0,Norway,Italy,2135,1952,183,-183
199,2004-03-16,Finland,0,China PR,4,4,0,China PR,Finland,2068,1773,295,-295
200,2004-03-16,Northern Ireland,0,Greece,2,2,0,Greece,Northern Ireland,1438,1265,173,-173
201,2004-03-16,Portugal,2,Wales,3,3,2,Wales,Portugal,1447,1650,-203,203
202,2004-03-18,Denmark,0,France,1,1,0,France,Denmark,1964,1977,-13,13
203,2004-03-18,Sweden,3,USA,1,3,1,Sweden,USA,2094,2167,-73,73
204,2004-03-18,Norway,0,China PR,0,0,0,Norway,China PR,2135,2068,67,-67
205,2004-03-18,Finland,1,Italy,2,2,1,Italy,Finland,1952,1773,179,-179
206,2004-03-18,Wales,3,Northern Ireland,1,3,1,Wales,Northern Ireland,1447,1265,182,-182
207,2004-03-18,Portugal,3,Greece,0,3,0,Portugal,Greece,1650,1438,212,-212
208,2004-03-20,Greece,2,Northern Ireland,0,2,0,Greece,Northern Ireland,1438,1265,173,-173
209,2004-03-20,Wales,0,Finland,4,4,0,Finland,Wales,1773,1447,326,-326
210,2004-03-20,Portugal,0,Denmark,1,1,0,Denmark,Portugal,1977,1650,327,-327
211,2004-03-20,Sweden,1,China PR,1,1,1,Sweden,China PR,2094,2068,26,-26
212,2004-03-20,France,3,Italy,3,3,3,France,Italy,1964,1952,12,-12
213,2004-03-20,USA,4,Norway,1,4,1,USA,Norway,2167,2135,32,-32
214,2004-03-21,Spain,0,Netherlands,0,0,0,Spain,Netherlands,1771,1820,-49,49
215,2004-04-03,Portugal,1,Ukraine,2,2,1,Ukraine,Portugal,1778,1650,128,-128
216,2004-04-10,Ukraine,1,Scotland,0,1,0,Ukraine,Scotland,1778,1682,96,-96
217,2004-04-10,Republic of Ireland,8,Croatia,1,8,1,Republic of Ireland,Croatia,1612,1561,51,-51
218,2004-04-18,Spain,0,Denmark,1,1,0,Denmark,Spain,1977,1771,206,-206
219,2004-04-24,Italy,1,Finland,1,1,1,Italy,Finland,1952,1773,179,-179
220,2004-04-24,Switzerland,0,Sweden,2,2,0,Sweden,Switzerland,2094,1697,397,-397
221,2004-04-24,France,6,Hungary,0,6,0,France,Hungary,1964,1717,247,-247
222,2004-04-24,Austria,1,Greece,2,2,1,Greece,Austria,1438,1531,-93,93
223,2004-04-25,Belgium,0,Netherlands,3,3,0,Netherlands,Belgium,1820,1703,117,-117
224,2004-04-28,Germany,6,Ukraine,0,6,0,Germany,Ukraine,2189,1778,411,-411
225,2004-04-29,Slovakia,2,Greece,2,2,2,Slovakia,Greece,1605,1438,167,-167
226,2004-05-01,Hungary,2,Poland,2,2,2,Hungary,Poland,1717,1660,57,-57
227,2004-05-01,Romania,1,Republic of Ireland,1,1,1,Romania,Republic of Ireland,1656,1612,44,-44
228,2004-05-02,Scotland,1,Germany,3,3,1,Germany,Scotland,2189,1682,507,-507
229,2004-05-08,Poland,1,Russia,1,1,1,Poland,Russia,1660,1891,-231,231
230,2004-05-08,Malta,0,Romania,8,8,0,Romania,Malta,1656,1128,528,-528
231,2004-05-08,Austria,3,Slovakia,0,3,0,Austria,Slovakia,1531,1605,-74,74
232,2004-05-09,Czech Republic,5,Portugal,1,5,1,Czech Republic,Portugal,1749,1650,99,-99
233,2004-05-09,Bosnia and Herzegovina,1,Republic of Ireland,4,4,1,Republic of Ireland,Bosnia and Herzegovina,1612,1218,394,-394
234,2004-05-09,Israel,12,Estonia,1,12,1,Israel,Estonia,1324,1234,90,-90
235,2004-05-12,Eritrea,1,Tanzania,1,1,1,Eritrea,Tanzania,0,0,0,0
236,2004-05-15,Finland,4,Serbia and Montenegro,0,4,0,Finland,Serbia and Montenegro,1773,1691,82,-82
237,2004-05-15,Croatia,6,Bosnia and Herzegovina,0,6,0,Croatia,Bosnia and Herzegovina,1561,1218,343,-343
238,2004-05-16,Russia,0,France,3,3,0,France,Russia,1964,1891,73,-73
239,2004-05-22,Italy,0,Switzerland,0,0,0,Italy,Switzerland,1952,1697,255,-255
240,2004-05-22,Denmark,2,Spain,0,2,0,Denmark,Spain,1977,1771,206,-206
241,2004-05-22,Netherlands,0,Norway,2,2,0,Norway,Netherlands,2135,1820,315,-315
242,2004-05-23,Scotland,2,Portugal,1,2,1,Scotland,Portugal,1682,1650,32,-32
243,2004-05-25,Kazakhstan,0,Belarus,2,2,0,Belarus,Kazakhstan,1571,1390,181,-181
244,2004-05-27,Denmark,2,Norway,1,2,1,Denmark,Norway,1977,2135,-158,158
245,2004-05-29,Tanzania,4,Eritrea,0,4,0,Tanzania,Eritrea,0,0,0,0
246,2004-05-29,Hungary,0,Iceland,5,5,0,Iceland,Hungary,1796,1717,79,-79
247,2004-05-30,Equatorial Guinea,2,Congo,2,2,2,Equatorial Guinea,Congo,0,0,0,0
248,2004-05-30,Israel,3,Kazakhstan,1,3,1,Israel,Kazakhstan,1324,1390,-66,66
249,2004-06-02,Iceland,0,France,3,3,0,France,Iceland,1964,1796,168,-168
250,2004-06-05,Czech Republic,4,Ukraine,1,4,1,Czech Republic,Ukraine,1749,1778,-29,29
251,2004-06-12,Congo,2,Equatorial Guinea,0,2,0,Congo,Equatorial Guinea,0,0,0,0
252,2004-06-25,Republic of Ireland,5,Malta,0,5,0,Republic of Ireland,Malta,1623,1127,496,-496
253,2004-06-26,Italy,2,Sweden,1,2,1,Italy,Sweden,1939,2103,-164,164
254,2004-07-10,Senegal,2,Nigeria,8,8,2,Nigeria,Senegal,1720,1092,628,-628
255,2004-07-11,Congo,0,Cameroon,2,2,0,Cameroon,Congo,1217,0,1217,-1217
256,2004-07-11,Malawi,0,Ethiopia,4,4,0,Ethiopia,Malawi,982,0,982,-982
257,2004-07-11,Tanzania,0,Zimbabwe,3,3,0,Zimbabwe,Tanzania,1166,0,1166,-1166
258,2004-07-11,Mali,2,Algeria,2,2,2,Mali,Algeria,1301,1135,166,-166
259,2004-07-11,Guinea,0,Ghana,13,13,0,Ghana,Guinea,1510,0,1510,-1510
260,2004-07-23,Algeria,1,Mali,0,1,0,Algeria,Mali,1135,1301,-166,166
261,2004-07-24,Ghana,9,Guinea,0,9,0,Ghana,Guinea,1510,0,1510,-1510
262,2004-07-24,Nigeria,4,Senegal,11,11,4,Senegal,Nigeria,1092,1720,-628,628
263,2004-07-25,Cameroon,0,Congo,0,0,0,Cameroon,Congo,1217,0,1217,-1217
264,2004-07-25,Ethiopia,5,Malawi,0,5,0,Ethiopia,Malawi,982,0,982,-982
265,2004-07-25,Zimbabwe,4,Tanzania,0,4,0,Zimbabwe,Tanzania,1166,0,1166,-1166
266,2004-08-11,Sweden,0,Japan,1,1,0,Japan,Sweden,1874,2103,-229,229
267,2004-08-11,Germany,8,China PR,0,8,0,Germany,China PR,2191,2068,123,-123
268,2004-08-11,Greece,0,USA,3,3,0,USA,Greece,2166,1462,704,-704
269,2004-08-11,Brazil,1,Australia,0,1,0,Brazil,Australia,2040,1819,221,-221
270,2004-08-14,Japan,0,Nigeria,1,1,0,Nigeria,Japan,1720,1874,-154,154
271,2004-08-14,China PR,1,Mexico,1,1,1,China PR,Mexico,2068,1719,349,-349
272,2004-08-14,Greece,0,Australia,1,1,0,Australia,Greece,1819,1462,357,-357
273,2004-08-14,USA,2,Brazil,0,2,0,USA,Brazil,2166,2040,126,-126
274,2004-08-17,Sweden,2,Nigeria,1,2,1,Sweden,Nigeria,2103,1720,383,-383
275,2004-08-17,Germany,2,Mexico,0,2,0,Germany,Mexico,2191,1719,472,-472
276,2004-08-17,Greece,0,Brazil,7,7,0,Brazil,Greece,2040,1462,578,-578
277,2004-08-17,USA,1,Australia,1,1,1,USA,Australia,2166,1819,347,-347
278,2004-08-20,Germany,2,Nigeria,1,2,1,Germany,Nigeria,2191,1720,471,-471
279,2004-08-20,USA,2,Japan,1,2,1,USA,Japan,2166,1874,292,-292
280,2004-08-20,Mexico,0,Brazil,5,5,0,Brazil,Mexico,2040,1719,321,-321
281,2004-08-20,Sweden,2,Australia,1,2,1,Sweden,Australia,2103,1819,284,-284
282,2004-08-21,Slovakia,2,Austria,3,3,2,Austria,Slovakia,1528,1590,-62,62
283,2004-08-22,Iceland,0,Russia,2,2,0,Russia,Iceland,1880,1800,80,-80
284,2004-08-23,USA,2,Germany,1,2,1,USA,Germany,2166,2191,-25,25
285,2004-08-23,Brazil,1,Sweden,0,1,0,Brazil,Sweden,2040,2103,-63,63
286,2004-08-25,Belarus,8,Kazakhstan,1,8,1,Belarus,Kazakhstan,1577,1384,193,-193
287,2004-08-26,Germany,1,Sweden,0,1,0,Germany,Sweden,2191,2103,88,-88
288,2004-08-26,USA,2,Brazil,1,2,1,USA,Brazil,2166,2040,126,-126
289,2004-08-29,Estonia,1,Belarus,3,3,1,Belarus,Estonia,1577,1229,348,-348
290,2004-09-04,Switzerland,0,Finland,2,2,0,Finland,Switzerland,1786,1699,87,-87
