game_id,date,home_team,home_score,away_team,away_score,win_score,lose_score,win_team,lose_team,win_points,lose_points,win_point_diff,lose_point_diff
1541,2012-09-15,Wales,1,Scotland,2,2,1,Scotland,Wales,1785,1581,204,-204
1542,2012-09-15,France,4,Republic of Ireland,0,4,0,France,Republic of Ireland,2021,1608,413,-413
1543,2012-09-15,Estonia,0,Finland,5,5,0,Finland,Estonia,1819,1328,491,-491
1544,2012-09-15,Belarus,0,Ukraine,5,5,0,Ukraine,Belarus,1769,1581,188,-188
1545,2012-09-15,Slovenia,1,Croatia,0,1,0,Slovenia,Croatia,1387,1364,23,-23
1546,2012-09-15,Austria,3,Denmark,1,3,1,Austria,Denmark,1605,1923,-318,318
1547,2012-09-16,Italy,1,Poland,0,1,0,Italy,Poland,1947,1626,321,-321
1548,2012-09-17,USA,2,Australia,1,2,1,USA,Australia,2221,1948,273,-273
1549,2012-09-19,Greece,0,Italy,0,0,0,Greece,Italy,1385,1947,-562,562
1550,2012-09-19,Bosnia and Herzegovina,1,FYR Macedonia,0,1,0,Bosnia and Herzegovina,FYR Macedonia,1267,1079,188,-188
1551,2012-09-19,Russia,1,Poland,1,1,1,Russia,Poland,1801,1626,175,-175
1552,2012-09-19,Kazakhstan,1,Switzerland,0,1,0,Kazakhstan,Switzerland,1329,1722,-393,393
1553,2012-09-19,Germany,10,Turkey,0,10,0,Germany,Turkey,2168,1355,813,-813
1554,2012-09-19,Spain,0,Romania,0,0,0,Spain,Romania,1831,1598,233,-233
1555,2012-09-19,Hungary,9,Bulgaria,0,9,0,Hungary,Bulgaria,1578,1417,161,-161
1556,2012-09-19,Northern Ireland,0,Belgium,2,2,0,Belgium,Northern Ireland,1650,1433,217,-217
1557,2012-09-19,Norway,2,Iceland,1,2,1,Norway,Iceland,1907,1842,65,-65
1558,2012-09-19,Israel,0,Republic of Ireland,2,2,0,Republic of Ireland,Israel,1608,1374,234,-234
1559,2012-09-19,Scotland,0,France,5,5,0,France,Scotland,2021,1785,236,-236
1560,2012-09-19,Belarus,1,Slovakia,0,1,0,Belarus,Slovakia,1581,1564,17,-17
1561,2012-09-19,Finland,0,Ukraine,1,1,0,Ukraine,Finland,1769,1819,-50,50
1562,2012-09-19,Serbia,3,Slovenia,0,3,0,Serbia,Slovenia,1548,1387,161,-161
1563,2012-09-19,England,3,Croatia,0,3,0,England,Croatia,1970,1364,606,-606
1564,2012-09-19,Armenia,0,Czech Republic,2,2,0,Czech Republic,Armenia,1712,1103,609,-609
1565,2012-09-19,Denmark,2,Portugal,0,2,0,Denmark,Portugal,1923,1542,381,-381
1566,2012-09-20,USA,6,Australia,2,6,2,USA,Australia,2221,1948,273,-273
1567,2012-10-20,Scotland,1,Spain,1,1,1,Scotland,Spain,1785,1831,-46,46
1568,2012-10-20,Ukraine,2,Iceland,3,3,2,Iceland,Ukraine,1842,1769,73,-73
1569,2012-10-21,USA,1,Germany,1,1,1,USA,Germany,2221,2168,53,-53
1570,2012-10-21,Austria,0,Russia,2,2,0,Russia,Austria,1801,1605,196,-196
1571,2012-10-24,USA,2,Germany,2,2,2,USA,Germany,2221,2168,53,-53
1572,2012-10-24,Spain,3,Scotland,2,3,2,Spain,Scotland,1831,1785,46,-46
1573,2012-10-25,Russia,1,Austria,1,1,1,Russia,Austria,1801,1605,196,-196
1574,2012-10-25,Iceland,3,Ukraine,2,3,2,Iceland,Ukraine,1842,1769,73,-73
1575,2012-10-28,Equatorial Guinea,1,South Africa,0,1,0,Equatorial Guinea,South Africa,1371,1412,-41,41
1576,2012-10-28,Senegal,0,Congo DR,1,1,0,Congo DR,Senegal,1113,1295,-182,182
1577,2012-10-29,Nigeria,2,Cameroon,1,2,1,Nigeria,Cameroon,1675,1470,205,-205
1578,2012-10-29,Côte d'Ivoire,5,Ethiopia,0,5,0,Côte d'Ivoire,Ethiopia,1343,1158,185,-185
1579,2012-10-31,South Africa,1,Senegal,0,1,0,South Africa,Senegal,1412,1295,117,-117
1580,2012-10-31,Equatorial Guinea,6,Congo DR,0,6,0,Equatorial Guinea,Congo DR,1371,1113,258,-258
1581,2012-11-01,Cameroon,4,Côte d'Ivoire,1,4,1,Cameroon,Côte d'Ivoire,1470,1343,127,-127
1582,2012-11-01,Ethiopia,0,Nigeria,3,3,0,Nigeria,Ethiopia,1675,1158,517,-517
1583,2012-11-03,Equatorial Guinea,5,Senegal,0,5,0,Equatorial Guinea,Senegal,1371,1295,76,-76
1584,2012-11-03,South Africa,4,Congo DR,1,4,1,South Africa,Congo DR,1412,1113,299,-299
1585,2012-11-04,Nigeria,3,Côte d'Ivoire,1,3,1,Nigeria,Côte d'Ivoire,1675,1343,332,-332
1586,2012-11-04,Cameroon,0,Ethiopia,0,0,0,Cameroon,Ethiopia,1470,1158,312,-312
1587,2012-11-07,Nigeria,0,South Africa,1,1,0,South Africa,Nigeria,1412,1675,-263,263
1588,2012-11-11,Cameroon,1,Nigeria,0,1,0,Cameroon,Nigeria,1470,1675,-205,205
1589,2012-11-11,Equatorial Guinea,4,South Africa,0,4,0,Equatorial Guinea,South Africa,1371,1412,-41,41
1590,2012-11-29,USA,5,Republic of Ireland,0,5,0,USA,Republic of Ireland,2221,1608,613,-613
1591,2012-12-02,USA,2,Republic of Ireland,0,2,0,USA,Republic of Ireland,2221,1608,613,-613
1592,2012-12-08,USA,2,China PR,0,2,0,USA,China PR,2209,1825,384,-384
1593,2012-12-13,USA,4,China PR,0,4,0,USA,China PR,2209,1825,384,-384
1594,2012-12-16,USA,4,China PR,1,4,1,USA,China PR,2209,1825,384,-384
1595,2013-01-12,Norway,2,Korea Republic,0,2,0,Norway,Korea Republic,1909,1843,66,-66
1596,2013-01-12,China PR,0,Canada,1,1,0,Canada,China PR,2006,1825,181,-181
1597,2013-01-14,China PR,0,Norway,1,1,0,Norway,China PR,1909,1825,84,-84
1598,2013-01-14,Canada,1,Korea Republic,3,3,1,Korea Republic,Canada,1843,2006,-163,163
1599,2013-01-16,China PR,2,Korea Republic,0,2,0,China PR,Korea Republic,1825,1843,-18,18
1600,2013-01-16,Canada,0,Norway,0,0,0,Canada,Norway,2006,1909,97,-97
1601,2013-02-10,USA,4,Scotland,1,4,1,USA,Scotland,2209,1779,430,-430
1602,2013-02-14,USA,3,Scotland,1,3,1,USA,Scotland,2209,1779,430,-430
1603,2013-03-06,Norway,2,Japan,0,2,0,Norway,Japan,1909,2110,-201,201
1604,2013-03-06,Denmark,0,Germany,0,0,0,Denmark,Germany,1902,2171,-269,269
1605,2013-03-06,USA,3,Iceland,0,3,0,USA,Iceland,2209,1853,356,-356
1606,2013-03-06,Sweden,1,China PR,1,1,1,Sweden,China PR,2021,1825,196,-196
1607,2013-03-06,Mexico,1,Hungary,0,1,0,Mexico,Hungary,1768,1589,179,-179
1608,2013-03-06,Portugal,2,Wales,0,2,0,Portugal,Wales,1542,1575,-33,33
1609,2013-03-06,New Zealand,1,Scotland,0,1,0,New Zealand,Scotland,1787,1779,8,-8
1610,2013-03-06,England,4,Italy,2,4,2,England,Italy,1976,1931,45,-45
1611,2013-03-06,Canada,2,Switzerland,0,2,0,Canada,Switzerland,2006,1708,298,-298
1612,2013-03-06,Finland,1,Netherlands,1,1,1,Finland,Netherlands,1805,1895,-90,90
1613,2013-03-06,Korea Republic,2,South Africa,0,2,0,Korea Republic,South Africa,1843,1425,418,-418
1614,2013-03-06,Republic of Ireland,5,Northern Ireland,1,5,1,Republic of Ireland,Northern Ireland,1615,1426,189,-189
1615,2013-03-08,Germany,2,Japan,1,2,1,Germany,Japan,2171,2110,61,-61
1616,2013-03-08,Norway,0,Denmark,0,0,0,Norway,Denmark,1909,1902,7,-7
1617,2013-03-08,USA,5,China PR,0,5,0,USA,China PR,2209,1825,384,-384
1618,2013-03-08,Sweden,6,Iceland,1,6,1,Sweden,Iceland,2021,1853,168,-168
1619,2013-03-08,Portugal,0,Hungary,2,2,0,Hungary,Portugal,1589,1542,47,-47
1620,2013-03-08,Wales,1,Mexico,0,1,0,Wales,Mexico,1575,1768,-193,193
1621,2013-03-08,New Zealand,2,Italy,0,2,0,New Zealand,Italy,1787,1931,-144,144
1622,2013-03-08,Scotland,4,England,4,4,4,Scotland,England,1779,1976,-197,197
1623,2013-03-08,Switzerland,1,Netherlands,1,1,1,Switzerland,Netherlands,1708,1895,-187,187
1624,2013-03-08,Finland,1,Canada,2,2,1,Canada,Finland,2006,1805,201,-201
1625,2013-03-08,Republic of Ireland,1,South Africa,0,1,0,Republic of Ireland,South Africa,1615,1425,190,-190
1626,2013-03-08,Korea Republic,3,Northern Ireland,0,3,0,Korea Republic,Northern Ireland,1843,1426,417,-417
1627,2013-03-11,Denmark,0,Japan,2,2,0,Japan,Denmark,2110,1902,208,-208
1628,2013-03-11,Germany,2,Norway,0,2,0,Germany,Norway,2171,1909,262,-262
1629,2013-03-11,China PR,1,Iceland,0,1,0,China PR,Iceland,1825,1853,-28,28
1630,2013-03-11,Sweden,1,USA,1,1,1,Sweden,USA,2021,2209,-188,188
1631,2013-03-11,Wales,1,Hungary,1,1,1,Wales,Hungary,1575,1589,-14,14
1632,2013-03-11,Portugal,0,Mexico,3,3,0,Mexico,Portugal,1768,1542,226,-226
1633,2013-03-11,England,3,New Zealand,1,3,1,England,New Zealand,1976,1787,189,-189
1634,2013-03-11,Italy,1,Scotland,2,2,1,Scotland,Italy,1779,1931,-152,152
1635,2013-03-11,Finland,2,Switzerland,3,3,2,Switzerland,Finland,1708,1805,-97,97
1636,2013-03-11,Netherlands,0,Canada,1,1,0,Canada,Netherlands,2006,1895,111,-111
1637,2013-03-11,South Africa,2,Northern Ireland,1,2,1,South Africa,Northern Ireland,1425,1426,-1,1
1638,2013-03-11,Korea Republic,0,Republic of Ireland,0,0,0,Korea Republic,Republic of Ireland,1843,1615,228,-228
1639,2013-03-13,Portugal,1,Wales,1,1,1,Portugal,Wales,1542,1575,-33,33
1640,2013-03-13,Hungary,1,Iceland,4,4,1,Iceland,Hungary,1853,1589,264,-264
1641,2013-03-13,Mexico,0,Denmark,3,3,0,Denmark,Mexico,1902,1768,134,-134
1642,2013-03-13,Japan,1,China PR,0,1,0,Japan,China PR,2110,1825,285,-285
1643,2013-03-13,Norway,2,Sweden,2,2,2,Norway,Sweden,1909,2021,-112,112
1644,2013-03-13,Germany,0,USA,2,2,0,USA,Germany,2209,2171,38,-38
1645,2013-03-13,South Africa,1,Northern Ireland,1,1,1,South Africa,Northern Ireland,1425,1426,-1,1
1646,2013-03-13,Korea Republic,0,Italy,1,1,0,Italy,Korea Republic,1931,1843,88,-88
1647,2013-03-13,Republic of Ireland,0,Finland,1,1,0,Finland,Republic of Ireland,1805,1615,190,-190
1648,2013-03-13,Scotland,1,Netherlands,0,1,0,Scotland,Netherlands,1779,1895,-116,116
1649,2013-03-13,New Zealand,2,Switzerland,1,2,1,New Zealand,Switzerland,1787,1708,79,-79
1650,2013-03-13,England,1,Canada,0,1,0,England,Canada,1976,2006,-30,30
1651,2013-04-05,Germany,3,USA,3,3,3,Germany,USA,2163,2215,-52,52
1652,2013-04-09,Netherlands,1,USA,3,3,1,USA,Netherlands,2215,1881,334,-334
1653,2013-05-21,IR Iran,0,Philippines,6,6,0,Philippines,IR Iran,1268,1437,-169,169
1654,2013-05-21,Bangladesh,0,Thailand,9,9,0,Thailand,Bangladesh,1641,988,653,-653
1655,2013-05-21,Palestine,0,Chinese Taipei,6,6,0,Chinese Taipei,Palestine,1555,1189,366,-366
1656,2013-05-21,Myanmar,2,India,0,2,0,Myanmar,India,1536,1441,95,-95
1657,2013-05-22,Bahrain,0,Vietnam,8,8,0,Vietnam,Bahrain,1640,1340,300,-300
1658,2013-05-22,Hong Kong,2,Kyrgyz Republic,1,2,1,Hong Kong,Kyrgyz Republic,1347,1143,204,-204
1659,2013-05-23,Philippines,0,Thailand,1,1,0,Thailand,Philippines,1641,1268,373,-373
1660,2013-05-23,Bangladesh,0,IR Iran,2,2,0,IR Iran,Bangladesh,1437,988,449,-449
1661,2013-05-23,Palestine,0,Myanmar,9,9,0,Myanmar,Palestine,1536,1189,347,-347
1662,2013-05-23,India,1,Chinese Taipei,2,2,1,Chinese Taipei,India,1555,1441,114,-114
1663,2013-05-24,Bahrain,1,Hong Kong,3,3,1,Hong Kong,Bahrain,1347,1340,7,-7
1664,2013-05-24,Kyrgyz Republic,0,Vietnam,12,12,0,Vietnam,Kyrgyz Republic,1640,1143,497,-497
1665,2013-05-25,Thailand,5,IR Iran,1,5,1,Thailand,IR Iran,1641,1437,204,-204
1666,2013-05-25,Bangladesh,0,Philippines,4,4,0,Philippines,Bangladesh,1268,988,280,-280
1667,2013-05-25,Palestine,1,India,1,1,1,Palestine,India,1189,1441,-252,252
1668,2013-05-25,Myanmar,0,Chinese Taipei,0,0,0,Myanmar,Chinese Taipei,1536,1555,-19,19
1669,2013-05-26,Vietnam,4,Hong Kong,0,4,0,Vietnam,Hong Kong,1640,1347,293,-293
1670,2013-05-26,Bahrain,4,Kyrgyz Republic,1,4,1,Bahrain,Kyrgyz Republic,1340,1143,197,-197
1671,2013-06-03,Canada,0,USA,3,3,0,USA,Canada,2215,1992,223,-223
1672,2013-06-05,Uzbekistan,18,Kuwait,0,18,0,Uzbekistan,Kuwait,1565,768,797,-797
1673,2013-06-05,Jordan,5,Lebanon,0,5,0,Jordan,Lebanon,1398,944,454,-454
1674,2013-06-07,Lebanon,0,Uzbekistan,4,4,0,Uzbekistan,Lebanon,1565,944,621,-621
1675,2013-06-07,Jordan,21,Kuwait,0,21,0,Jordan,Kuwait,1398,768,630,-630
1676,2013-06-09,Lebanon,12,Kuwait,1,12,1,Lebanon,Kuwait,944,768,176,-176
1677,2013-06-09,Jordan,4,Uzbekistan,0,4,0,Jordan,Uzbekistan,1398,1565,-167,167
1678,2013-06-16,USA,4,Korea Republic,1,4,1,USA,Korea Republic,2215,1835,380,-380
1679,2013-06-21,USA,5,Korea Republic,0,5,0,USA,Korea Republic,2215,1835,380,-380
1679,2013-06-21,USA,5,Korea Republic,0,5,0,USA,Korea Republic,2215,1835,380,-380
1679,2013-06-21,USA,5,Korea Republic,0,5,0,USA,Korea Republic,2228,1835,393,-393
1679,2013-06-21,USA,5,Korea Republic,0,5,0,USA,Korea Republic,2228,1835,393,-393
1680,2013-07-10,Italy,0,Finland,0,0,0,Italy,Finland,1915,1791,124,-124
1681,2013-07-10,Sweden,1,Denmark,1,1,1,Sweden,Denmark,2027,1905,122,-122
1682,2013-07-11,Norway,1,Iceland,1,1,1,Norway,Iceland,1922,1836,86,-86
1683,2013-07-11,Germany,0,Netherlands,0,0,0,Germany,Netherlands,2162,1887,275,-275
1684,2013-07-12,France,3,Russia,1,3,1,France,Russia,2023,1780,243,-243
1685,2013-07-12,England,2,Spain,3,3,2,Spain,England,1824,1999,-175,175
1686,2013-07-13,Italy,2,Denmark,1,2,1,Italy,Denmark,1915,1905,10,-10
1687,2013-07-13,Sweden,5,Finland,0,5,0,Sweden,Finland,2027,1791,236,-236
1688,2013-07-14,Norway,1,Netherlands,0,1,0,Norway,Netherlands,1922,1887,35,-35
1689,2013-07-14,Iceland,0,Germany,3,3,0,Germany,Iceland,2162,1836,326,-326
1690,2013-07-15,England,1,Russia,1,1,1,England,Russia,1999,1780,219,-219
1691,2013-07-15,Spain,0,France,1,1,0,France,Spain,2023,1824,199,-199
1692,2013-07-16,Sweden,3,Italy,1,3,1,Sweden,Italy,2027,1915,112,-112
1693,2013-07-16,Denmark,1,Finland,1,1,1,Denmark,Finland,1905,1791,114,-114
1694,2013-07-17,Germany,0,Norway,1,1,0,Norway,Germany,1922,2162,-240,240
1695,2013-07-17,Netherlands,0,Iceland,1,1,0,Iceland,Netherlands,1836,1887,-51,51
1696,2013-07-18,France,3,England,0,3,0,France,England,2023,1999,24,-24
1697,2013-07-18,Russia,1,Spain,1,1,1,Russia,Spain,1780,1824,-44,44
1698,2013-07-21,Sweden,4,Iceland,0,4,0,Sweden,Iceland,2027,1836,191,-191
1699,2013-07-21,Italy,0,Germany,1,1,0,Germany,Italy,2162,1915,247,-247
1700,2013-07-22,Norway,3,Spain,1,3,1,Norway,Spain,1922,1824,98,-98
1701,2013-07-22,France,1,Denmark,1,1,1,France,Denmark,2023,1905,118,-118
1702,2013-07-24,Sweden,0,Germany,1,1,0,Germany,Sweden,2162,2027,135,-135
1703,2013-07-25,Norway,1,Denmark,1,1,1,Norway,Denmark,1922,1905,17,-17
1704,2013-07-28,Germany,1,Norway,0,1,0,Germany,Norway,2162,1922,240,-240
1705,2013-09-04,USA,7,Mexico,0,7,0,USA,Mexico,2229,1761,468,-468
1706,2013-10-20,USA,4,Australia,0,4,0,USA,Australia,2229,1956,273,-273
1707,2013-10-28,USA,4,New Zealand,1,4,1,USA,New Zealand,2229,1810,419,-419
1708,2013-10-31,USA,1,New Zealand,1,1,1,USA,New Zealand,2229,1810,419,-419
1709,2013-11-11,USA,4,Brazil,1,4,1,USA,Brazil,2229,2042,187,-187
1710,2014-01-31,USA,1,Canada,0,1,0,USA,Canada,2228,1978,250,-250
1711,2014-02-09,USA,7,Russia,0,7,0,USA,Russia,2228,1806,422,-422
1712,2014-02-11,China PR,1,New Zealand,0,1,0,China PR,New Zealand,1826,1834,-8,8
1713,2014-02-11,Korea DPR,2,Mexico,0,2,0,Korea DPR,Mexico,1956,1760,196,-196
1714,2014-02-13,China PR,3,Mexico,1,3,1,China PR,Mexico,1826,1760,66,-66
1715,2014-02-13,Korea DPR,1,New Zealand,0,1,0,Korea DPR,New Zealand,1956,1834,122,-122
1716,2014-02-14,USA,8,Russia,0,8,0,USA,Russia,2228,1806,422,-422
1717,2014-02-14,Algeria,2,Morocco,0,2,0,Algeria,Morocco,1320,1330,-10,10
1718,2014-02-14,Botswana,0,Zimbabwe,1,1,0,Zimbabwe,Botswana,1224,708,516,-516
1719,2014-02-14,Zambia,2,Tanzania,1,2,1,Zambia,Tanzania,938,941,-3,3
1720,2014-02-15,Côte d'Ivoire,4,Mali,0,4,0,Côte d'Ivoire,Mali,1344,1204,140,-140
1721,2014-02-15,China PR,1,Korea DPR,0,1,0,China PR,Korea DPR,1826,1956,-130,130
1722,2014-02-15,New Zealand,1,Mexico,2,2,1,Mexico,New Zealand,1760,1834,-74,74
1723,2014-02-16,Egypt,0,Tunisia,3,3,0,Tunisia,Egypt,1325,1289,36,-36
1724,2014-02-16,Burkina Faso,0,Ghana,3,3,0,Ghana,Burkina Faso,1459,1038,421,-421
1725,2014-02-16,Rwanda,1,Kenya,0,1,0,Rwanda,Kenya,996,855,141,-141
1726,2014-02-28,Mali,0,Côte d'Ivoire,1,1,0,Côte d'Ivoire,Mali,1344,1204,140,-140
1727,2014-02-28,Tanzania,1,Zambia,1,1,1,Tanzania,Zambia,941,938,3,-3
1728,2014-03-01,Morocco,0,Algeria,0,0,0,Morocco,Algeria,1330,1320,10,-10
1729,2014-03-01,Tunisia,2,Egypt,2,2,2,Tunisia,Egypt,1325,1289,36,-36
1730,2014-03-01,Ghana,3,Burkina Faso,0,3,0,Ghana,Burkina Faso,1459,1038,421,-421
1731,2014-03-02,Kenya,2,Rwanda,1,2,1,Kenya,Rwanda,855,996,-141,141
1732,2014-03-02,Zimbabwe,2,Botswana,1,2,1,Zimbabwe,Botswana,1224,708,516,-516
1733,2014-03-05,Norway,0,China PR,1,1,0,China PR,Norway,1826,1973,-147,147
1734,2014-03-05,Germany,5,Iceland,0,5,0,Germany,Iceland,2156,1822,334,-334
1735,2014-03-05,Japan,1,USA,1,1,1,Japan,USA,2071,2228,-157,157
1736,2014-03-05,Sweden,2,Denmark,0,2,0,Sweden,Denmark,2021,1872,149,-149
1737,2014-03-05,Russia,1,Korea DPR,2,2,1,Korea DPR,Russia,1956,1806,150,-150
1738,2014-03-05,Portugal,3,Austria,2,3,2,Portugal,Austria,1550,1650,-100,100
1739,2014-03-05,Canada,3,Finland,0,3,0,Canada,Finland,1978,1786,192,-192
1740,2014-03-05,England,2,Italy,0,2,0,England,Italy,1942,1892,50,-50
1741,2014-03-05,Netherlands,2,Australia,2,2,2,Netherlands,Australia,1868,1957,-89,89
1742,2014-03-05,France,1,Scotland,1,1,1,France,Scotland,2027,1820,207,-207
1743,2014-03-05,New Zealand,1,Republic of Ireland,1,1,1,New Zealand,Republic of Ireland,1834,1633,201,-201
1744,2014-03-05,Switzerland,1,Korea Republic,1,1,1,Switzerland,Korea Republic,1794,1829,-35,35
1745,2014-03-07,Norway,1,Iceland,2,2,1,Iceland,Norway,1822,1973,-151,151
1746,2014-03-07,Germany,1,China PR,0,1,0,Germany,China PR,2156,1826,330,-330
1747,2014-03-07,Sweden,1,USA,0,1,0,Sweden,USA,2021,2228,-207,207
1748,2014-03-07,Japan,1,Denmark,0,1,0,Japan,Denmark,2071,1872,199,-199
1749,2014-03-07,Portugal,1,Russia,3,3,1,Russia,Portugal,1806,1550,256,-256
1750,2014-03-07,Austria,0,Korea DPR,2,2,0,Korea DPR,Austria,1956,1650,306,-306
1751,2014-03-07,Finland,0,England,3,3,0,England,Finland,1942,1786,156,-156
1752,2014-03-07,Canada,3,Italy,1,3,1,Canada,Italy,1978,1892,86,-86
1753,2014-03-07,Scotland,4,Netherlands,3,4,3,Scotland,Netherlands,1820,1868,-48,48
1754,2014-03-07,Australia,2,France,3,3,2,France,Australia,2027,1957,70,-70
1755,2014-03-07,Republic of Ireland,1,Korea Republic,1,1,1,Republic of Ireland,Korea Republic,1633,1829,-196,196
1756,2014-03-07,Switzerland,2,New Zealand,1,2,1,Switzerland,New Zealand,1794,1834,-40,40
1757,2014-03-10,China PR,0,Iceland,1,1,0,Iceland,China PR,1822,1826,-4,4
1758,2014-03-10,Norway,1,Germany,3,3,1,Germany,Norway,2156,1973,183,-183
1759,2014-03-10,Japan,2,Sweden,1,2,1,Japan,Sweden,2071,2021,50,-50
1760,2014-03-10,USA,3,Denmark,5,5,3,Denmark,USA,1872,2228,-356,356
1761,2014-03-10,Portugal,0,Korea DPR,2,2,0,Korea DPR,Portugal,1956,1550,406,-406
1762,2014-03-10,Austria,3,Russia,2,3,2,Austria,Russia,1650,1806,-156,156
1763,2014-03-10,England,2,Canada,0,2,0,England,Canada,1942,1978,-36,36
1764,2014-03-10,Italy,1,Finland,1,1,1,Italy,Finland,1892,1786,106,-106
1765,2014-03-10,Netherlands,0,France,3,3,0,France,Netherlands,2027,1868,159,-159
1766,2014-03-10,Australia,2,Scotland,4,4,2,Scotland,Australia,1820,1957,-137,137
1767,2014-03-10,Switzerland,1,Republic of Ireland,2,2,1,Republic of Ireland,Switzerland,1633,1794,-161,161
1768,2014-03-10,Korea Republic,4,New Zealand,0,4,0,Korea Republic,New Zealand,1829,1834,-5,5
1769,2014-03-12,Portugal,1,Austria,2,2,1,Austria,Portugal,1650,1550,100,-100
1770,2014-03-12,Russia,1,Norway,0,1,0,Russia,Norway,1806,1973,-167,167
1771,2014-03-12,Korea DPR,0,USA,3,3,0,USA,Korea DPR,2228,1956,272,-272
1772,2014-03-12,China PR,1,Denmark,1,1,1,China PR,Denmark,1826,1872,-46,46
1773,2014-03-12,Iceland,2,Sweden,1,2,1,Iceland,Sweden,1822,2021,-199,199
1774,2014-03-12,Germany,3,Japan,0,3,0,Germany,Japan,2156,2071,85,-85
1775,2014-03-12,Finland,0,New Zealand,1,1,0,New Zealand,Finland,1834,1786,48,-48
1776,2014-03-12,Netherlands,4,Switzerland,1,4,1,Netherlands,Switzerland,1868,1794,74,-74
1777,2014-03-12,Italy,2,Australia,5,5,2,Australia,Italy,1957,1892,65,-65
1778,2014-03-12,Canada,2,Republic of Ireland,1,2,1,Canada,Republic of Ireland,1978,1633,345,-345
1779,2014-03-12,Scotland,1,Korea Republic,1,1,1,Scotland,Korea Republic,1820,1829,-9,9
1780,2014-03-12,England,0,France,2,2,0,France,England,2027,1942,85,-85
1781,2014-04-07,USA,2,China PR,0,2,0,USA,China PR,2197,1843,354,-354
1782,2014-04-11,USA,3,China PR,0,3,0,USA,China PR,2197,1843,354,-354
1783,2014-05-09,Canada,1,USA,1,1,1,Canada,USA,1971,2197,-226,226
1784,2014-05-14,Vietnam,3,Jordan,1,3,1,Vietnam,Jordan,1664,1415,249,-249
1785,2014-05-14,Australia,2,Japan,2,2,2,Australia,Japan,1945,2076,-131,131
1786,2014-05-15,Korea Republic,12,Myanmar,0,12,0,Korea Republic,Myanmar,1833,1544,289,-289
1787,2014-05-15,China PR,7,Thailand,0,7,0,China PR,Thailand,1843,1649,194,-194
1788,2014-05-16,Jordan,1,Australia,3,3,1,Australia,Jordan,1945,1415,530,-530
1789,2014-05-16,Vietnam,0,Japan,4,4,0,Japan,Vietnam,2076,1664,412,-412
1790,2014-05-17,Myanmar,0,China PR,3,3,0,China PR,Myanmar,1843,1544,299,-299
1791,2014-05-17,Thailand,0,Korea Republic,4,4,0,Korea Republic,Thailand,1833,1649,184,-184
1792,2014-05-18,Vietnam,0,Australia,2,2,0,Australia,Vietnam,1945,1664,281,-281
1793,2014-05-18,Japan,7,Jordan,0,7,0,Japan,Jordan,2076,1415,661,-661
1794,2014-05-19,Korea Republic,0,China PR,0,0,0,Korea Republic,China PR,1833,1843,-10,10
1795,2014-05-19,Thailand,2,Myanmar,1,2,1,Thailand,Myanmar,1649,1544,105,-105
1796,2014-05-20,Honduras,8,Belize,0,8,0,Honduras,Belize,1153,827,326,-326
1797,2014-05-20,Guatemala,1,Panama,0,1,0,Guatemala,Panama,1318,1364,-46,46
1798,2014-05-20,Nicaragua,0,El Salvador,2,2,0,El Salvador,Nicaragua,1175,1111,64,-64
1799,2014-05-21,Vietnam,1,Thailand,2,2,1,Thailand,Vietnam,1649,1664,-15,15
1800,2014-05-22,Belize,1,Panama,13,13,1,Panama,Belize,1364,827,537,-537
1801,2014-05-22,Guatemala,3,Honduras,2,3,2,Guatemala,Honduras,1318,1153,165,-165
1802,2014-05-22,El Salvador,0,Costa Rica,4,4,0,Costa Rica,El Salvador,1561,1175,386,-386
1803,2014-05-22,Japan,2,China PR,1,2,1,Japan,China PR,2076,1843,233,-233
1804,2014-05-22,Korea Republic,1,Australia,2,2,1,Australia,Korea Republic,1945,1833,112,-112
1805,2014-05-23,Algeria,2,Tunisia,1,2,1,Algeria,Tunisia,1327,1335,-8,8
1806,2014-05-23,Côte d'Ivoire,1,Equatorial Guinea,1,1,1,Côte d'Ivoire,Equatorial Guinea,1357,1429,-72,72
1807,2014-05-23,Comoros,0,South Africa,13,13,0,South Africa,Comoros,1430,837,593,-593
1808,2014-05-24,Rwanda,1,Nigeria,4,4,1,Nigeria,Rwanda,1623,996,627,-627
1809,2014-05-24,Senegal,1,Cameroon,1,1,1,Senegal,Cameroon,1252,1467,-215,215
1810,2014-05-24,Panama,4,Honduras,1,4,1,Panama,Honduras,1364,1153,211,-211
1811,2014-05-24,Guatemala,5,Belize,0,5,0,Guatemala,Belize,1318,827,491,-491
1812,2014-05-24,Costa Rica,3,Nicaragua,0,3,0,Costa Rica,Nicaragua,1561,1111,450,-450
1813,2014-05-25,Ethiopia,0,Ghana,2,2,0,Ghana,Ethiopia,1459,1163,296,-296
1814,2014-05-25,Zimbabwe,0,Zambia,1,1,0,Zambia,Zimbabwe,948,1226,-278,278
1815,2014-05-25,China PR,2,Korea Republic,1,2,1,China PR,Korea Republic,1843,1833,10,-10
1816,2014-05-25,Japan,1,Australia,0,1,0,Japan,Australia,2076,1945,131,-131
1817,2014-05-26,Guatemala,0,Costa Rica,3,3,0,Costa Rica,Guatemala,1561,1318,243,-243
1818,2014-06-07,Equatorial Guinea,2,Côte d'Ivoire,2,2,2,Equatorial Guinea,Côte d'Ivoire,1429,1357,72,-72
1819,2014-06-07,Nigeria,8,Rwanda,0,8,0,Nigeria,Rwanda,1623,996,627,-627
